date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
25-09-2024,WPG,EDM,6,1,1,NHL,usa/nhl/winnipeg-jets-edmonton-oilers-fiP9VoBU/,-205,368
23-09-2024,CGY,EDM,6,1,1,NHL,usa/nhl/calgary-flames-edmonton-oilers-fVwzcVOE/,155,346
22-09-2024,EDM,WPG,3,2,1,NHL,usa/nhl/edmonton-oilers-winnipeg-jets-bPV0X7tI/,-123,344
24-06-2024,FLA,EDM,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-edmonton-oilers-ro9gcXlC/,146,298
21-06-2024,EDM,FLA,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-florida-panthers-h4AMJeNH/,132,309
18-06-2024,FLA,EDM,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-edmonton-oilers-Qo6jnIyh/,101,312
15-06-2024,EDM,FLA,8,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-florida-panthers-lhmVlZPk/,132,307
13-06-2024,EDM,FLA,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-florida-panthers-I9dafe2S/,114,311
10-06-2024,FLA,EDM,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-edmonton-oilers-df8jdHXF/,129,307
08-06-2024,FLA,EDM,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-edmonton-oilers-jc5rbw33/,110,321
02-06-2024,EDM,DAL,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-dallas-stars-8YcOfvqo/,119,310
31-05-2024,DAL,EDM,1,3,0,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-edmonton-oilers-vLKhPvx9/,130,307
29-05-2024,EDM,DAL,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-dallas-stars-GYZ6qwQj/,119,320
27-05-2024,EDM,DAL,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-dallas-stars-W0bzka2T/,129,313
25-05-2024,DAL,EDM,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-edmonton-oilers-OzeSjLXG/,116,319
23-05-2024,DAL,EDM,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-edmonton-oilers-S81Jhs34/,126,317
20-05-2024,VAN,EDM,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-edmonton-oilers-jsVzT6qT/,194,310
18-05-2024,EDM,VAN,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-vancouver-canucks-QJRpfL6b/,-116,335
16-05-2024,VAN,EDM,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-edmonton-oilers-2DUxfLeC/,184,330
